打印行	 println
短裤	shorts
镜头	shot
应	should
喊	shout
推	shove
演出	show
尖叫	shriek
虾	shrimp
耸	shrug
梭子	shuttle
害羞	shy
兄弟	sibling
生病	sick
侧	side
人行道	sidewalk
侧身	sideways
叹息	sigh
观光	sightseeing
迹象	sign
信号	signal
显著	significant
显著	significantly
沉默	silence
无声	silent
丝绸	silk
愚蠢	silly
类似	similar
相似	similarity
同样	similarly
简单	simple
简化	simplify
简单地	simply
同时	simultaneously
罪	sin
真诚	sincere
唱	sing
歌手	singer
单	single
单数	singular
妹妹	sister
现场	site
情况	situation
六	six
第六	sixth
尺寸	size
素描	sketch
滑雪	ski
熟练	skilled
熟练	skillful
撇去	skim
皮肤	skin
跳跃	skip
短裙	skirt
头骨	skull
天空	sky
猛撞	slam
拍击	slap
奴隶	slave
奴隶制度	slavery
睡觉	sleep
套	sleeve
苗条	slender
片	slice
轻微	slight
略	slightly
滑	slip
拖鞋	slipper
滑	slippery
口号	slogan
坡	slope
插槽	slot
慢	slow
慢慢地	slowly
贫民窟	slum
狡猾	sly
小	small
聪明	smart
闻	smell
烟雾	smog
平稳	smooth
顺利	smoothly
蛇	snake
卡扣	snap
潜行	sneak
雪	snow
似雪	snowy
所以	so
所谓	so-called
肥皂	soap
翱翔	soar
哭泣	sob
清醒	sober
足球	soccer
社会	social
社会主义	socialism
社会主义的	socialist
社交上	socially
袜子	sock
苏打	soda
钠	sodium
沙发	sofa
柔软的	soft
软化	soften
轻轻	softly
软件	software
泥	soil
太阳的	solar
战士	soldier
唯一	sole
独自	solely
庄严	solemn
固	solid
可溶性	soluble
解	solution
一些	some
谁	somebody
日后	someday
不知何故	somehow
有人	someone
某物	something
某时	sometime
有时	sometimes
有些	somewhat
某处	somewhere
儿子	son
歌	song
复杂的	sophisticated
疼	sore
遗憾	sorry
分类	sort
汤	soup
酸	sour
资源	source
东南	southeast
南部的	southern
西南	southwest
主权	sovereignty
母猪	sow
宇宙飞船	spacecraft
飞船	spaceship
铲	spade
跨度	span
备用	spare
火花	spark
火花	sparkle
麻雀	sparrow
扬声器	speaker
矛	spear
特别	special
专家	specialist
特产	speciality
特别	specially
特产	specialty
种类	species
具体	specific
特别是	specifically
指定	specify
场面	spectacle
壮观	spectacular
光谱	spectrum
推测	speculate
推测	speculation
演讲	speech
速度	speed
拼	spell
花	spend
开支	spending
蜘蛛	spider
溢	spill
脊柱	spine
精神	spiritual
吐	spit
尽管	spite
溅	splash
辉煌	splendid
分裂	split
溺爱	spoil
发言人	spokesman
海绵	sponge
赞助	sponsor
自发	spontaneous
勺子	spoon
体育	sport
现场	spot
配偶	spouse
春天	spring
春天	springtime
洒	sprinkle
带动	spur
间谍	spy
队	squad
广场	square
松鼠	squirrel
刺	stab
稳定	stable
体育场	stadium
员工	staff
污点	stain
楼梯	stair
楼梯	staircase
赌注	stake
陈旧	stale
姿态	stance
标准	standard
地位	standing
立场	standpoint
凝视	stare
起动机	starter
开始	starting
惊吓	startle
饿死	starve
声明	statement
政治家	statesman
静止	static
统计	statistical
统计	statistics
状态	status
法规	statute
留	stay
稳步	steadily
稳定	steady
牛排	steak
偷	steal
汽船	steamer
钢	steel
陡	steep
驾驶	steer
铅板	stereotype
凛凛	stern
服务员	steward
空中小姐	stewardess
黏	sticky
僵硬	stiff
变硬	stiffen
还	still
刺激物	stimulus
蜇	sting
轰动	stir
缝	stitch
股票	stock
长袜	stocking
石	stony
凳	stool
存储	storage
店	store
层	storey
风暴	storm
暴风雨	stormy
直行	straight
弄直	straighten
应变	strain
奇怪	strange
陌生人	stranger
背带	strap
战略	strategic
战略	strategy
稻草	straw
草莓	strawberry
条纹	streak
街头	street
实力	strength
加强	strengthen
应力	stress
严格	strict
严格	strictly
引人注目	striking
串	string
跳闸	strip
条纹	stripe
行程	stroke
强	strong
非常	strongly
结构	structural
结构体	structure
斗争	struggle
工作室	studio
东东	stuff
蹒跚	stumble
笨	stupid
STYPE	stype
潜艇	submarine
淹没	submerge
提交	submit
随后	subsequent
补贴	subsidy
大量	substantial
实质上	substantially
替代	substitute
微妙	subtle
市郊	suburb
郊区的	suburban
地铁	subway
成功	successful
顺利	successfully
演替	succession
连续	successive
这样	such
吮吸	suck
突然	sudden
突然	suddenly
起诉	sue
受	suffer
痛苦	suffering
充足	sufficient
充分	sufficiently
糖	sugar
自杀	suicide
合适	suitable
套房	suite
硫	sulphur
总和	sum
总结	summary
夏	summer
首脑会议	summit
太阳	sun
阳光	sunlight
晴朗	sunny
日出	sunrise
日落	sunset
阳光	sunshine
超级	super
浅	superficial
优	superior
超级市场	supermarket
监	supervisor
补充	supplement
供应商	supplier
供应	supply
支持者	supporter
支持	supportive
假设	suppose
假想的	supposed
按说	supposedly
肯定	sure
定	surely
外科医生	surgeon
手术	surgery
姓	surname
惊	surprise
诧异	surprised
奇怪	surprising
出奇	surprisingly
投降	surrender
环绕	surround
周围	surrounding
周围环境	surroundings
监控	surveillance
调查	survey
生存	survival
生存	survive
幸存者	survivor
疑似	suspect
暂停	suspend
可疑	suspicious
支持	sustain
可持续发展	sustainable
吞	swallow
沼泽	swamp
天鹅	swan
一群	swarm
摇摆	sway
发誓	swear
汗	sweat
毛线衣	sweater
甜蜜	sweet
迅速	swift
泳	swimming
剑	sword
象征	symbolic
有同情心	sympathetic
症状	symptom
综合征	syndrome
合成的	synthetic
系统性（AL）	systematic(al)
表	table
汤匙	tablespoon
片剂	tablet
滑车	tackle
战术	tactic
标签	tag
尾	tail
裁缝	tailor
取	take
故事	tale
天赋	talent
天才	talented
谈话	talk
高大	tall
驯服	tame
黄褐色	tan
胶带	tape
味道	taste
纳税人	taxpayer
教	teach
教学	teaching
球队	team
队友	teammate
撕	tear
茶匙	teaspoon
技术	technical
技术员	technician
技术性	technological
乏味	tedious
青少年	teen
十几岁的	teenage
青少年	teenager
电报	telegram
电报	telegraph
电话	telephone
望远镜	telescope
电视	television
告诉	tell
脾气	temper
温度	temperature
寺庙	temple
临时	temporary
勾引	tempt
诱惑	temptation
十	ten
房客	tenant
投标	tender
网球	tennis
紧张	tense
帐篷	tent
术语	term
终奌站	terminal
术语	terms
地形	terrain
可怕	terrible
可怕	terribly
了不起	terrific
恐怖	terror
恐怖主义	terrorism
恐怖分子	terrorist
测试	test
作证	testify
证词	testimony
测试	testing
文本	text
教科书	textbook
纺织品	textile
质地	texture
比	than
谢谢	thanks
该	that
该	the
剧院	theater
剧院	theatre
他们的	their
他们	them
主题	theme
他们自己	themselves
神学	theological
神学	theology
理论	theoretical
治疗师	therapist
治疗	therapy
那里	there
因此	therefore
温度计	thermometer
这些	these
他们	they
厚	thick
厚度	thickness
贼	thief
大腿	thigh
瘦	thin
思维	thinking
第三	third
渴	thirsty
三十	thirty
此	this
刺	thorn
彻底	thorough
透	thoroughly
那些	those
虽然	though
周到	thoughtful
威胁	threaten
三	three
门槛	threshold
颤抖	thrill
宝座	throne
人群	throng
通过	through
始终	throughout
推力	thrust
拇指	thumb
雷声	thunder
从而	thus
蜱	tick
整洁	tidy
紧	tight
紧缩	tighten
紧紧	tightly
瓦	tile
直到	till
木材	timber
胆小	timid
定时	timing
锡	tin
小	tiny
轮胎	tire
累	tired
至	to
烟草	tobacco
今天	today
脚趾	toe
一起	together
马桶	toilet
收费	toll
番茄	tomato
墓	tomb
明天	tomorrow
吨	ton
今晚	tonight
牙齿	tooth
最佳	top
主题	topic
激流	torrent
乌龟	tortoise
折腾	toss
总	total
完全	totally
着陆	touchdown
强硬	tough
游	tour
旅游	tourism
游客	tourist
比赛	tournament
往	toward
朝	towards
毛巾	towel
有毒的	toxic
玩具	toy
拖拉机	tractor
贸易	trading
传统	tradition
传统	traditional
传统	traditionally
悲惨	tragic
线索	trail
拖车	trailer
火车	train
训练者	trainer
特点	trait
叛徒	traitor
电车	tram
流浪汉	tramp
交易	transaction
转让	transfer
变压器	transformer
晶体管	transistor
过境	transit
过渡	transition
变速器	transmission
发送	transmit
透明	transparent
运输	transport
垃圾	trash
创伤	trauma
旅游	travel
游客	traveler
叛逆	treason
宝	treasure
治疗	treat
树	tree
颤抖	tremble
巨大	tremendous
趋势	trend
审讯	trial
三角形	triangle
部落的	tribal
部落	tribe
招	trick
琐事	trifle
触发	trigger
修剪	trim
旅程	trip
部队	troop
热带	tropical
麻烦	trouble
麻烦的	troubled
麻烦	troublesome
裤子	trousers
卡车	truck
真	truly
喇叭	trumpet
真相	truth
桶	tub
掖	tuck
学费	tuition
下跌	tumble
瘤	tumor
调	tune
涡轮	turbine
汹涌	turbulent
火鸡	turkey
车削	turning
芜菁	turnip
导师	tutor
第十二	twelfth
十二	twelve
第二十	twentieth
二十	twenty
两次	twice
双胞胎	twin
眨眼	twinkle
两	two
三分之二	two-thirds
台风	typhoon
典型	typical
通常	typically
打字员	typist
轮胎	tyre
丑陋	ugly
呃	uh
最终	ultimate
最终	ultimately
伞	umbrella
无法	unable
不堪忍受	unbearable
不确定	uncertain
不确定	uncertainty
叔叔	uncle
不舒服	uncomfortable
昏迷	unconscious
揭露	uncover
下	under
本科	undergraduate
地下	underground
强调	underline
底层	underlying
破坏	undermine
下方	underneath
了解	understand
认识	understanding
事业	undertaking
复原	undo
无疑	undoubtedly
不安	uneasy
失业	unemployment
意外	unexpected
不公平	unfair
展开	unfold
不幸	unfortunate
可惜	unfortunately
不快乐	unhappy
制服	uniform
联盟	union
独特	unique
团结	unite
万能	universal
宇宙	universe
大学	university
不公	unjust
刻薄	unkind
未知	unknown
除非	unless
不比	unlike
不会	unlikely
卸	unload
不幸的	unlucky
不必要	unnecessary
不愉快	unpleasant
史无前例	unprecedented
差强人意	unsatisfactory
不稳定	unstable
不当	unsuitable
直到	until
异常	unusual
异常	unusually
不甘	unwilling
最新	up-to-date
更新	update
上	upper
直立	upright
烦乱	upset
倒挂	upside-down
楼上	upstairs
城市的	urban
督促	urge
急	urgent
我们	us
用法	usage
使用	use
旧	used
有用	useful
用户	user
通常	usual
平时	usually
利用	utilize
极	utmost
绝对	utter
空的	vacant
假期	vacation
疫苗	vaccine
真空	vacuum
模糊	vague
徒然	vain
有效	valid
合法性	validity
有价值	valuable
值	value
面包车	van
消失	vanish
虚荣	vanity
汽	vapour
变量	variable
品种	variety
各个	various
变化	vary
花瓶	vase
广阔	vast
蔬菜	vegetable
车辆	vehicle
面纱	veil
速度	velocity
丝绒	velvet
供应商	vendor
冒险	venture
口头	verbal
判决书	verdict
确认	verify
版本	version
与	versus
垂直	vertical
船只	vessel
背心	vest
老将	veteran
烦恼	vex
通过	via
颤动	vibrate
振动	vibration
副	vice
受害者	victim
获胜	victorious
胜利	victory
视频	video
视图	view
观众	viewer
轰轰烈烈	vigorous
村	village
藤	vine
醋	vinegar
违反	violate
违反	violation
暴力	violent
紫罗兰色	violet
虚拟	virtual
实质上	virtually
病毒	virus
可见	visible
视力	vision
访问	visit
游客	visitor
视觉	visual
重要	vital
维他命	vitamin
生动	vivid
声音的	vocal
声音	voice
火山	volcano
排球	volleyball
伏特	volt
电压	voltage
自主性	voluntary
志愿者	volunteer
选民	voter
表决	voting
航程	voyage
对抗	vs
弱势	vulnerable
工资	wage
车皮	waggon
车皮	wagon
腰	waist
唤醒	waken
走	walk
步行	walking
钱包	wallet
漫步	wander
仓库	warehouse
温暖	warm
热情	warmth
警告	warn
警告	warning
战士	warrior
看	watch
瀑布	waterfall
防水	waterproof
波长	wavelength
蜡	wax
办法	way
我们	we
弱	weak
削弱	weaken
富裕	wealthy
武器	weapon
穿	wear
厌倦	weary
天气	weather
编织	weave
卷筒纸	web
婚礼	wedding
周	week
周末	weekend
周刊	weekly
哭泣	weep
称重	weigh
重量	weight
怪异	weird
欢迎	welcome
焊接	weld
福利	welfare
很好	well
福利	well-being
知名	well-known
西	western
湿	wet
鲸鱼	whale
什么	what
随你	whatever
小麦	wheat
车轮	wheel
轮椅	wheelchair
每当	whenever
哪里	where
而	whereas
哪里	wherever
是否	whether
哪	which
而	whilst
鞭	whip
洄	whirl
威士忌	whisky
耳语	whisper
哨	whistle
白	white
撇清	whitewash
谁	who
谁	whoever
整个	whole
全	wholly
谁	whom
谁的	whose
为什么	why
邪恶	wicked
宽	wide
广泛	widely
扩大	widen
普遍	widespread
寡妇	widow
妻子	wife
野	wild
荒野	wilderness
野生动物	wildlife
将	will
愿	willing
意愿	willingness
葡萄酒	wine
优胜者	winner
冬季	winter
擦拭	wipe
线	wire
无线	wireless
明智	wise
风趣	wit
同	with
撤	withdraw
撤离	withdrawal
内	within
顶住	withstand
见证	witness
狼	wolf
妇女	women
怀疑	wonder
